user_id,age,gender,location,registration_date,last_login_date,subscription_type,subscription_start_date,subscription_end_date,payment_amount,payment_date,engagement_score,activity_level,device_type,app_version,purchase_category,purchase_amount,purchase_date,revenue_source,referrer
84,66,Male,PO Box 68538,9/30/2020,4/30/2021,premium,2/20/2021,11/21/2020,734.99,1/15/2020,17,low,Spice,0.11,healthy snacks,187.81,3/21/2020,in-app purchases,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.815.10913 Safari/535.1"
85,82,Female,PO Box 61468,3/13/2020,8/14/2021,pro,3/17/2020,4/19/2021,816.97,2/20/2021,76,medium,Samsung,0.67,supplements,406.54,4/24/2021,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.1; zh-HK) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
86,100,Male,Apt 434,11/25/2020,7/27/2020,pro,7/16/2020,9/10/2020,115.77,7/29/2021,58,high,LG,9.7,fitness equipment,14.9,12/15/2020,in-app purchases,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0
87,22,Female,Room 1450,9/10/2021,11/22/2021,pro,12/20/2021,12/2/2021,784.12,4/6/2021,61,high,Archos,0.61,supplements,112.6,10/7/2021,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.215 Safari/535.1"
88,85,Non-binary,Room 660,12/21/2021,9/12/2020,basic,10/15/2020,5/6/2020,599.49,2/6/2020,66,high,iNQ,7,supplements,55.37,5/26/2020,in-app purchases,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
89,100,Male,Suite 100,12/12/2020,9/15/2020,pro,3/7/2021,9/27/2021,471.49,9/24/2021,46,low,Vodafone,7.6.5,supplements,187.63,7/23/2020,in-app purchases,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/14.0.803.0 Chrome/14.0.803.0 Safari/535.1"
90,92,Polygender,Room 360,7/19/2021,12/7/2020,premium,3/4/2020,9/2/2021,883.49,6/15/2021,28,low,LG,0.99,fitness equipment,45.46,7/3/2021,subscription fees,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.815.10913 Safari/535.1"
91,84,Female,PO Box 76350,10/18/2020,4/12/2020,basic,9/4/2020,5/16/2020,940.78,10/30/2020,45,high,Vodafone,0.6.8,healthy snacks,431.23,10/16/2020,ads,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
92,62,Female,12th Floor,4/17/2021,7/25/2021,basic,5/9/2021,3/26/2021,595.73,1/20/2020,71,low,Motorola,0.27,fitness equipment,206.76,4/22/2020,subscription fees,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.56 Safari/535.11"
93,80,Female,PO Box 37763,3/18/2021,9/15/2021,premium,12/25/2021,5/13/2021,571.73,6/7/2020,83,low,BLU,9.8.6,healthy snacks,432.01,3/11/2020,in-app purchases,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/10.04 Chromium/14.0.813.0 Chrome/14.0.813.0 Safari/535.1"
94,49,Bigender,PO Box 80794,7/1/2020,7/24/2020,premium,6/26/2021,9/26/2020,89.08,7/27/2021,4,high,LG,0.3.0,supplements,331.33,12/23/2021,in-app purchases,Mozilla/5.0 (Windows NT 6.1; rv:6.0) Gecko/20100101 Firefox/19.0
95,28,Male,19th Floor,10/10/2020,10/6/2021,basic,4/29/2021,10/23/2021,78.19,9/30/2020,87,medium,Samsung,0.9.3,healthy snacks,384.8,9/7/2020,in-app purchases,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.864.0 Safari/535.2"
96,95,Female,Apt 150,6/13/2021,1/7/2021,pro,4/2/2020,2/29/2020,882.44,8/5/2021,70,high,Samsung,0.74,healthy snacks,419.88,4/16/2020,ads,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.16 Safari/537.36"
97,84,Male,Room 1298,6/28/2021,10/12/2020,basic,7/19/2020,10/17/2021,372.4,8/31/2021,91,high,Micromax,8.95,healthy snacks,290.57,7/9/2020,ads,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.812.0 Safari/535.1"
98,61,Male,PO Box 76180,12/11/2021,2/13/2021,pro,4/23/2020,1/18/2020,879.15,7/9/2020,57,low,BLU,0.73,healthy snacks,400.21,8/25/2020,in-app purchases,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_8; de-at) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
99,76,Female,PO Box 72549,1/18/2021,3/7/2021,pro,12/1/2021,1/24/2020,419.17,4/22/2020,59,low,Intex,9.6.2,healthy snacks,122.63,4/23/2020,in-app purchases,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:27.0) Gecko/20121011 Firefox/27.0
100,94,Male,Suite 77,1/28/2020,11/21/2021,premium,10/3/2021,1/21/2021,902.21,12/3/2021,21,high,Nokia,3.87,fitness equipment,390.36,4/10/2020,subscription fees,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
101,100,Male,PO Box 16240,12/17/2021,2/19/2020,basic,11/15/2021,12/24/2020,429.24,4/30/2021,52,low,XOLO,0.54,supplements,430.26,11/24/2021,ads,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20130328 Firefox/21.0
102,84,Male,5th Floor,8/31/2021,3/11/2020,premium,10/9/2020,5/31/2021,944.49,1/19/2020,29,high,Apple,9.9,healthy snacks,238.12,10/8/2021,ads,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.53 Safari/534.30"
103,87,Female,Apt 335,7/24/2020,4/29/2021,pro,6/4/2020,5/9/2020,620.01,10/21/2021,20,medium,LG,5.5,healthy snacks,341.4,9/15/2020,subscription fees,"Mozilla/5.0 (iPad; CPU OS 5_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko ) Version/5.1 Mobile/9B176 Safari/7534.48.3"
104,61,Male,19th Floor,11/22/2021,5/30/2021,premium,3/3/2021,8/21/2020,812.72,11/24/2021,6,low,Sony,0.77,fitness equipment,223.47,2/5/2020,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 5.1; zh-TW) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
105,67,Female,PO Box 33691,2/2/2021,1/31/2021,basic,9/12/2021,2/24/2021,405.3,2/28/2021,76,medium,HTC,5.35,supplements,335.23,3/1/2021,in-app purchases,Mozilla/6.0 (Windows NT 6.2; WOW64; rv:16.0.1) Gecko/20121011 Firefox/16.0.1
106,38,Male,PO Box 84877,3/28/2021,4/1/2021,pro,8/31/2021,11/18/2020,83.64,10/17/2020,30,high,LG,5.63,fitness equipment,298.56,6/6/2021,in-app purchases,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10.5; en-US; rv:1.9.1b3pre) Gecko/20081212 Mozilla/5.0 (Windows; U; Windows NT 5.1; en) AppleWebKit/526.9 (KHTML, like Gecko) Version/4.0dp1 Safari/526.8"
107,73,Female,6th Floor,5/15/2020,12/6/2020,pro,8/18/2021,4/8/2021,290.62,5/21/2021,47,medium,Acer,0.9.1,healthy snacks,189.15,7/31/2020,ads,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1"
108,65,Female,Room 1852,1/5/2021,7/17/2020,pro,1/25/2021,3/14/2020,102.14,8/21/2021,13,medium,Acer,0.9.3,fitness equipment,12.91,11/29/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.36 Safari/536.5"
109,81,Female,Apt 1867,7/5/2021,7/26/2020,basic,2/16/2020,3/14/2021,363.18,5/22/2020,24,high,Unnecto,0.4.8,fitness equipment,374.73,2/14/2021,ads,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
110,30,Male,Suite 3,11/27/2020,5/2/2020,basic,2/19/2021,9/22/2021,539.11,7/15/2020,12,medium,Amoi,8.9,healthy snacks,176.33,5/6/2020,ads,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.23 (KHTML, like Gecko) Chrome/11.0.686.3 Safari/534.23"
111,55,Female,Suite 16,9/30/2020,6/8/2020,premium,2/21/2021,9/14/2020,326.5,4/11/2021,50,low,XOLO,4.8.5,supplements,272.14,10/7/2021,ads,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100"
112,65,Female,2nd Floor,9/27/2021,12/4/2021,pro,4/7/2021,9/5/2021,501.29,2/18/2021,49,low,LG,9.76,healthy snacks,209.4,2/29/2020,subscription fees,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0
113,35,Male,Apt 522,12/3/2020,5/4/2021,premium,7/10/2021,1/3/2021,417.49,7/23/2021,43,high,Samsung,6.7,healthy snacks,113.02,6/6/2020,ads,"Mozilla/5.0 (Windows; U; Windows NT 6.0; ja-JP) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
114,21,Male,Suite 26,9/23/2021,1/8/2020,premium,12/16/2020,11/1/2020,95.6,10/16/2020,40,medium,Haier,2.84,healthy snacks,227.66,11/23/2021,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.36 Safari/535.7"
115,72,Female,Room 1627,4/25/2020,7/20/2021,pro,2/5/2021,4/10/2021,618.26,3/7/2021,29,low,Motorola,0.71,healthy snacks,117.58,4/10/2020,subscription fees,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
116,20,Female,5th Floor,1/17/2021,11/21/2020,basic,5/31/2020,4/26/2021,573.68,4/1/2021,55,low,LG,0.29,fitness equipment,145.18,4/19/2020,in-app purchases,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; fr-ch) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
117,45,Male,Room 250,10/23/2021,9/12/2021,premium,9/20/2020,1/8/2020,622.02,7/27/2020,1,low,Samsung,9.6.7,fitness equipment,308.73,11/25/2021,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.107 Safari/535.1"
118,90,Female,Room 415,5/29/2020,4/7/2021,premium,2/19/2021,3/9/2021,961.43,12/16/2020,39,medium,Panasonic,6.2,supplements,477.98,8/13/2020,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100 Safari/534.30"
119,67,Female,Suite 47,10/18/2021,12/23/2021,pro,8/27/2021,10/17/2020,680.07,10/9/2021,47,low,Micromax,1.1.0,supplements,228.22,12/7/2020,ads,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
120,31,Female,PO Box 73232,1/20/2021,6/27/2021,basic,2/28/2021,10/31/2020,686.61,11/4/2021,92,medium,vivo,4.5.8,supplements,131.34,4/26/2021,ads,Mozilla/5.0 (Windows NT 6.2; rv:9.0.1) Gecko/20100101 Firefox/9.0.1
121,61,Female,Room 615,9/15/2021,7/25/2021,basic,11/2/2020,3/1/2020,916.32,6/19/2020,76,low,BLU,2.5,supplements,411.78,8/29/2021,ads,Mozilla/5.0 (Windows NT 5.1; rv:8.0; en_us) Gecko/20100101 Firefox/8.0
122,58,Male,PO Box 97085,10/3/2021,9/9/2021,basic,5/23/2020,8/7/2020,464.26,8/9/2021,23,low,BlackBerry,6.6,healthy snacks,62.3,12/22/2020,in-app purchases,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.67 Safari/537.36"
123,63,Female,Suite 23,8/4/2020,5/3/2020,pro,5/29/2020,6/23/2021,156,7/20/2021,84,high,Blackview,4.7.9,fitness equipment,436.65,10/29/2021,ads,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2"
124,92,Male,Suite 41,10/15/2021,4/21/2020,premium,10/26/2021,1/8/2020,840.14,7/22/2021,44,high,ZTE,2.5,healthy snacks,349.69,5/4/2020,subscription fees,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Ubuntu/11.04 Chromium/12.0.742.112 Chrome/12.0.742.112 Safari/534.30"
125,77,Genderqueer,Apt 309,4/6/2020,2/22/2021,premium,10/28/2020,7/10/2020,898.2,12/2/2021,83,medium,Xiaomi,4.2.3,healthy snacks,374.21,10/25/2021,ads,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.16) Gecko/20120427 Firefox/15.0a1
126,78,Male,14th Floor,6/25/2020,1/22/2020,basic,1/30/2021,8/20/2020,436.34,10/26/2020,92,low,Oppo,2.33,healthy snacks,320.63,10/23/2020,in-app purchases,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.8; rv:21.0) Gecko/20100101 Firefox/21.0
127,18,Female,PO Box 26283,5/14/2021,11/28/2020,premium,12/25/2020,2/23/2021,635.16,4/8/2020,33,medium,Sony,0.28,supplements,200.39,5/17/2020,ads,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
128,75,Female,Apt 277,3/25/2020,8/13/2020,pro,12/18/2020,7/10/2021,481.26,5/6/2021,34,high,LG,7.86,healthy snacks,461.36,4/29/2020,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
129,58,Female,Apt 811,6/12/2020,4/30/2020,pro,7/24/2020,4/8/2021,317.44,1/16/2020,70,medium,QMobile,2.11,fitness equipment,88.12,12/27/2021,in-app purchases,Mozilla/5.0 (Windows; U; Windows NT 6.1; WOW64; en-US; rv:2.0.4) Gecko/20120718 AskTbAVR-IDW/3.12.5.17700 Firefox/14.0.1
130,65,Female,Suite 92,6/6/2020,9/25/2020,premium,8/1/2021,3/2/2021,714.64,3/14/2020,28,medium,LG,0.12,healthy snacks,365.5,7/6/2021,in-app purchases,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3 like Mac OS X; en-gb) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8F190 Safari/6533.18.5"
131,52,Female,8th Floor,7/25/2020,7/10/2020,pro,10/11/2021,7/2/2020,685.93,8/24/2020,50,low,Motorola,1.0.4,fitness equipment,155.96,7/13/2021,in-app purchases,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/10.04 Chromium/14.0.804.0 Chrome/14.0.804.0 Safari/535.1"
132,66,Male,Suite 92,3/5/2021,8/6/2021,premium,2/21/2020,6/18/2020,485.44,1/17/2021,38,high,Samsung,0.69,healthy snacks,65.75,12/24/2020,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11"
133,83,Polygender,18th Floor,8/18/2020,11/14/2021,premium,4/11/2020,10/12/2020,17.9,3/30/2021,8,low,Motorola,7.4,healthy snacks,305.78,8/31/2020,ads,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1290.1 Safari/537.13"
134,69,Female,PO Box 6666,9/7/2020,1/21/2020,premium,9/10/2021,4/3/2020,155.78,12/19/2021,14,medium,ZTE,4.7.8,supplements,452.83,7/28/2021,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 6.0; ja-JP) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
135,56,Non-binary,Suite 52,12/17/2020,8/23/2021,pro,12/23/2020,10/29/2020,54.95,7/28/2021,69,medium,Maxwest,2.4,fitness equipment,128.83,10/13/2020,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.68 Safari/534.24"
136,83,Female,PO Box 35253,9/4/2020,6/25/2020,pro,11/6/2020,3/31/2021,114.09,5/3/2020,59,high,Lenovo,0.75,supplements,276.16,8/3/2020,subscription fees,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.6 Safari/537.11"
137,23,Female,Suite 37,12/3/2020,9/20/2021,basic,8/2/2020,9/4/2020,233.24,2/3/2020,36,high,Gigabyte,9.98,healthy snacks,219.1,10/13/2020,subscription fees,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:27.0) Gecko/20121011 Firefox/27.0
138,25,Male,1st Floor,4/21/2020,12/22/2021,basic,1/31/2021,6/17/2021,38.02,10/3/2020,50,medium,Tecno,1.5.1,healthy snacks,444.15,5/3/2020,ads,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30"
139,23,Female,PO Box 2298,4/2/2021,5/6/2021,basic,1/2/2020,4/10/2020,263.28,1/5/2021,91,low,BLU,4.5.1,fitness equipment,144.77,3/31/2020,in-app purchases,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
140,74,Male,Apt 1763,7/26/2021,3/16/2020,basic,8/13/2021,2/27/2021,819.62,3/15/2021,62,low,verykool,0.68,healthy snacks,220.89,9/11/2020,subscription fees,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_6; en-gb) AppleWebKit/528.10+ (KHTML, like Gecko) Version/4.0dp1 Safari/526.11.2"
141,91,Male,PO Box 81849,10/11/2020,5/1/2020,basic,5/26/2021,1/8/2021,866.37,10/24/2020,81,medium,QMobile,6.2.4,fitness equipment,183.79,2/16/2020,subscription fees,Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20120403211507 Firefox/14.0.1
142,22,Female,13th Floor,5/11/2021,10/28/2021,premium,6/20/2020,8/8/2020,641.21,1/24/2020,31,medium,HTC,5.4,healthy snacks,32.72,1/16/2020,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.1; es-ES) AppleWebKit/531.22.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.22.7"
143,63,Male,18th Floor,5/19/2021,12/18/2021,pro,10/31/2021,5/21/2021,654.33,6/30/2021,56,medium,Micromax,0.24,supplements,213.31,8/3/2021,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.220 Safari/535.1"
144,80,Genderqueer,13th Floor,9/19/2020,12/15/2020,basic,1/13/2020,3/27/2020,226.63,1/18/2021,44,medium,BLU,3.3.7,healthy snacks,46.92,7/7/2021,in-app purchases,Mozilla/5.0 (Windows NT 6.3; rv:36.0) Gecko/20100101 Firefox/36.0
145,76,Male,Suite 19,7/22/2020,5/4/2020,premium,1/1/2020,1/12/2020,788.81,6/22/2021,13,low,HTC,7.6.2,supplements,308.54,10/14/2020,ads,"Mozilla/5.0 (Windows; U; Windows NT 6.0; tr-TR) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
146,53,Female,16th Floor,3/22/2020,10/21/2020,basic,7/29/2021,12/17/2021,819.57,12/2/2021,29,medium,Maxon,4.1.0,healthy snacks,360.55,5/4/2021,ads,"Mozilla/5.0 (Windows NT 4.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2049.0 Safari/537.36"
147,72,Female,Room 352,9/17/2020,9/10/2021,pro,5/20/2020,3/20/2021,692.92,8/30/2020,56,low,Samsung,0.8.0,healthy snacks,201.09,6/21/2020,ads,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/12.0.702.0 Safari/534.24"
148,51,Female,PO Box 25443,11/22/2021,10/6/2021,pro,10/19/2020,4/30/2020,65.93,5/24/2021,3,medium,Acer,0.98,supplements,364.68,5/30/2020,subscription fees,"Mozilla/5.0 (X11; U; Linux armv7l; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/10.0.648.204 Safari/534.16"
149,87,Male,PO Box 94143,10/1/2021,5/14/2020,basic,6/7/2020,12/29/2021,676.92,11/4/2021,99,low,Asus,0.4.9,supplements,259.43,2/25/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.67 Safari/537.36"
150,76,Female,Room 1024,4/5/2021,2/15/2020,premium,12/29/2021,9/21/2021,380.8,4/28/2020,92,low,Coolpad,4.9,healthy snacks,92.89,7/18/2020,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
151,64,Male,PO Box 36338,12/3/2020,8/21/2021,basic,8/8/2020,1/7/2021,763.04,11/13/2020,2,low,HTC,5.4,supplements,464.8,12/27/2020,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36"
152,18,Female,Apt 1101,1/2/2021,4/17/2020,basic,12/18/2021,3/6/2021,651.1,7/5/2020,91,medium,LG,0.5.8,fitness equipment,53.88,12/23/2021,subscription fees,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.43 Safari/534.24"
153,70,Male,Suite 77,10/27/2021,7/5/2021,pro,4/5/2021,1/21/2020,581.06,5/28/2021,77,low,Acer,6.8,fitness equipment,13.24,4/26/2021,in-app purchases,"Mozilla/5.0 (Windows 8) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30"
154,18,Genderqueer,PO Box 74252,7/8/2021,1/22/2020,premium,3/24/2021,5/5/2020,824.81,2/10/2020,65,low,Maxon,8.3.2,fitness equipment,102.14,1/29/2020,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.220 Safari/535.1"
155,70,Female,Suite 33,11/27/2020,5/9/2020,basic,9/7/2021,5/30/2021,987.33,6/2/2021,48,medium,ZTE,0.4.9,supplements,103.38,4/30/2021,in-app purchases,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; zh-tw) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
156,54,Male,PO Box 8932,3/19/2020,3/1/2021,premium,2/5/2020,5/23/2021,403.82,11/3/2020,31,low,alcatel,2.8,fitness equipment,4.41,8/5/2020,ads,Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9.1.16) Gecko/20120421 Gecko Firefox/11.0
157,80,Genderqueer,Apt 1614,8/22/2021,3/2/2020,premium,6/10/2021,8/29/2020,100.45,1/20/2021,4,low,Lava,4.8,fitness equipment,146.49,8/9/2020,ads,"Mozilla/5.0 (Windows; U; Windows NT 6.1; en-US) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/10.0.649.0 Safari/534.17"
158,76,Male,20th Floor,7/13/2021,8/28/2020,premium,6/22/2021,11/9/2020,953.06,7/25/2021,89,high,Celkon,0.28,healthy snacks,80.38,8/23/2020,in-app purchases,"Mozilla/5.0 (X11; OpenBSD i386) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
159,56,Female,PO Box 79289,4/23/2021,11/21/2021,pro,9/9/2021,5/21/2021,896.95,5/10/2020,81,high,Posh,0.84,healthy snacks,416.78,8/28/2020,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.71 Safari/534.24"
160,77,Male,Suite 38,9/23/2020,11/15/2021,basic,1/8/2021,4/17/2020,459.75,8/16/2021,76,medium,Sagem,0.33,fitness equipment,102.57,3/29/2020,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.65 Safari/535.11"
161,84,Female,PO Box 76180,1/30/2020,9/17/2020,basic,4/11/2021,3/22/2020,735.38,4/27/2020,21,high,LG,3.37,supplements,12.45,6/6/2020,ads,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_4_11; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/4.1 Safari/533.16"
162,51,Male,PO Box 91937,2/12/2021,3/19/2020,basic,10/29/2021,8/25/2021,837.42,6/18/2020,94,high,Micromax,0.57,supplements,302.41,8/29/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.90 Safari/537.36"
163,35,Non-binary,PO Box 76056,8/21/2020,10/26/2020,premium,5/13/2021,6/28/2021,690.81,8/7/2021,71,high,Karbonn,1.3.4,supplements,191.25,9/23/2020,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 5.1; ru-RU) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
164,61,Female,Room 1613,12/27/2020,7/22/2020,pro,6/6/2021,7/29/2021,409.54,10/29/2020,68,high,XOLO,0.93,healthy snacks,318.86,10/12/2020,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.698.0 Safari/534.24"
165,79,Female,Apt 590,7/7/2020,12/14/2020,basic,5/13/2021,4/26/2021,926.52,1/17/2021,65,medium,Nokia,5.4.8,fitness equipment,213.39,9/8/2021,subscription fees,"Mozilla/5.0 (Windows; U; Windows NT 6.1; de-DE) AppleWebKit/534.17 (KHTML, like Gecko) Chrome/10.0.649.0 Safari/534.17"
166,59,Female,Room 552,3/21/2021,3/4/2021,pro,9/7/2020,4/27/2021,212.46,8/12/2020,34,medium,LG,8.17,healthy snacks,207.65,10/13/2020,ads,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_8; ja-jp) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
167,53,Male,PO Box 36148,1/28/2021,9/4/2020,pro,9/19/2020,12/18/2020,450.82,6/13/2020,21,medium,LG,6.99,supplements,34.56,4/25/2021,in-app purchases,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36"
